sample_name	library_ID	BioProject accession	title	tissue	geographic location	sex	isolate	Lat	Lon	Anem_ID	Collection_Date	Size	Size_type	Tail_color	dev_stage	Collector	Notes	library_strategy	LibraryName	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
APCL13_071_L1052	L1052	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768544	124.783968	41	2013-05-24	2.9	FL	YR	NA	MLP		RAD-Seq	L1052	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1052.F.fq.gz	APCL_L1052.R1.fq.gz
APCL13_072_L1053	L1053	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768871	124.78372	42	2013-05-24	7.8	FL	YP	adult	MLP	7.8cm fish had slightly orange tail edges: transitional?	RAD-Seq	L1053	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1053.F.fq.gz	APCL_L1053.R1.fq.gz
APCL13_075_L1054	L1054	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768871	124.78372	42	2013-05-24	4	FL	YR	NA	MLP		RAD-Seq	L1054	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1054.F.fq.gz	APCL_L1054.R1.fq.gz
APCL13_076_L1055	L1055	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76893	124.783775	43	2013-05-24	6.5	FL	YR	NA	MLP		RAD-Seq	L1055	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1055.F.fq.gz	APCL_L1055.R1.fq.gz
APCL13_077_L1056	L1056	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769012	124.783697	44	2013-05-24	4.8	FL	YR	NA	MLP		RAD-Seq	L1056	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1056.F.fq.gz	APCL_L1056.R1.fq.gz
APCL13_078_L1057	L1057	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769012	124.783697	44	2013-05-24	2.7	FL	YR	NA	MLP		RAD-Seq	L1057	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1057.F.fq.gz	APCL_L1057.R1.fq.gz
APCL13_079_L1058	L1058	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768961	124.783648	45	2013-05-24	3.4	FL	YR	NA	MLP		RAD-Seq	L1058	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1058.F.fq.gz	APCL_L1058.R1.fq.gz
APCL13_080_L1059	L1059	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768961	124.783648	45	2013-05-24	9.5	FL	O	adult	MLP		RAD-Seq	L1059	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1059.F.fq.gz	APCL_L1059.R1.fq.gz
APCL13_082_L1060	L1060	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769329	124.783568	46	2013-05-24	8.4	FL	O	adult	MLP		RAD-Seq	L1060	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1060.F.fq.gz	APCL_L1060.R1.fq.gz
APCL13_083_L1061	L1061	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769357	124.783487	47	2013-05-24	9.7	FL	YP	adult	MLP		RAD-Seq	L1061	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1061.F.fq.gz	APCL_L1061.R1.fq.gz
APCL13_084_L1062	L1062	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.772861	124.783159	48	2013-05-24	3.6	FL	YR	NA	MLP		RAD-Seq	L1062	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1062.F.fq.gz	APCL_L1062.R1.fq.gz
APCL13_085_L1063	L1063	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.772861	124.783159	48	2013-05-24	6.5	FL	O	adult	MLP		RAD-Seq	L1063	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1063.F.fq.gz	APCL_L1063.R1.fq.gz
APCL13_086_L1064	L1064	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.744346	124.786579	49	2013-05-24	4.1	FL	WP	NA	MLP		RAD-Seq	L1064	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1064.F.fq.gz	APCL_L1064.R1.fq.gz
APCL13_091_L1065	L1065	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806323	124.766063	52	2013-05-25	8.2	FL	YP	adult	MLP		RAD-Seq	L1065	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1065.F.fq.gz	APCL_L1065.R1.fq.gz
APCL13_092_L1066	L1066	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806323	124.766063	52	2013-05-25	7	FL	O	adult	MLP		RAD-Seq	L1066	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1066.F.fq.gz	APCL_L1066.R1.fq.gz
APCL13_095_L1067	L1067	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806471	124.76602	54	2013-05-25	8.4	FL	YR	adult	MLP		RAD-Seq	L1067	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1067.F.fq.gz	APCL_L1067.R1.fq.gz
APCL13_097_L1068	L1068	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.810726	124.764624	55	2013-05-25	10.1	FL	O	adult	MLP		RAD-Seq	L1068	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1068.F.fq.gz	APCL_L1068.R1.fq.gz
APCL13_098_L1069	L1069	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806471	124.76602	54	2013-05-25	3.5	FL	YR	NA	MLP		RAD-Seq	L1069	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1069.F.fq.gz	APCL_L1069.R1.fq.gz
APCL13_100_L1070	L1070	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.810816	124.764717	56	2013-05-25	6.8	FL	YP	adult	MLP		RAD-Seq	L1070	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1070.F.fq.gz	APCL_L1070.R1.fq.gz
APCL13_123_L1086	L1086	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798979	124.768612	67	2013-05-25	4.2	FL	YR	NA	MLP		RAD-Seq	L1086	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1086.F.fq.gz	APCL_L1086.R1.fq.gz
APCL13_145_L1098	L1098	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.652843	124.783702	80	2013-05-26	9.6	FL	YP	adult	MLP	anemone is embedded in branching coral	RAD-Seq	L1098	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1098.F.fq.gz	APCL_L1098.R1.fq.gz
APCL13_159_L1106	L1106	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.640521	124.780477	87	2013-05-26	7.5	FL	Y	adult	MLP		RAD-Seq	L1106	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1106.F.fq.gz	APCL_L1106.R1.fq.gz
APCL13_176_L1159	L1159	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63341	124.776928	98	2013-05-26	10.3	FL	O	adult	MLP		RAD-Seq	L1159	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1159.F.fq.gz	APCL_L1159.R1.fq.gz
APCL13_177_L1160	L1160	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63341	124.776928	98	2013-05-26	10.7	FL	YP	adult	MLP		RAD-Seq	L1160	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1160.F.fq.gz	APCL_L1160.R1.fq.gz
APCL13_179_L1161	L1161	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633419	124.776964	99	2013-05-26	7	FL	Y	NA	MLP		RAD-Seq	L1161	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1161.F.fq.gz	APCL_L1161.R1.fq.gz
APCL13_181_L1162	L1162	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633424	124.777005	100	2013-05-26	4.2	FL	Y	NA	MLP		RAD-Seq	L1162	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1162.F.fq.gz	APCL_L1162.R1.fq.gz
APCL13_185_L1163	L1163	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633435	124.777043	103	2013-05-26	3.1	FL	W	NA	MLP		RAD-Seq	L1163	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1163.F.fq.gz	APCL_L1163.R1.fq.gz
APCL13_186_L1164	L1164	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633465	124.777046	104	2013-05-26	2.6	FL	W	NA	MLP	Unclear if I actually labeled this one... didn't mark it on the data sheet	RAD-Seq	L1164	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1164.F.fq.gz	APCL_L1164.R1.fq.gz
APCL13_188_L1165	L1165	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87405	124.711052	105	2013-05-27	5.3	FL	YR	NA	MLP		RAD-Seq	L1165	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1165.F.fq.gz	APCL_L1165.R1.fq.gz
APCL13_190_L1166	L1166	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874015	124.711047	107	2013-05-27	8.7	FL	O	adult	MLP		RAD-Seq	L1166	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1166.F.fq.gz	APCL_L1166.R1.fq.gz
APCL13_196_L1169	L1169	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873793	124.711302	108	2013-05-27	7.6	FL	YP	adult	MLP	196 had a very ragged tail	RAD-Seq	L1169	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1169.F.fq.gz	APCL_L1169.R1.fq.gz
APCL13_199_L1170	L1170	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873672	124.711505	110	2013-05-27	4	FL	W	NA	MLP		RAD-Seq	L1170	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1170.F.fq.gz	APCL_L1170.R1.fq.gz
APCL13_201_L1171	L1171	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873557	124.711662	111	2013-05-27	2.7	FL	YR	NA	MLP		RAD-Seq	L1171	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1171.F.fq.gz	APCL_L1171.R1.fq.gz
APCL13_203_L1173	L1173	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873328	124.711907	112	2013-05-27	10.8	FL	YP	adult	MLP		RAD-Seq	L1173	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1173.F.fq.gz	APCL_L1173.R1.fq.gz
APCL13_206_L1174	L1174	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873304	124.712004	113	2013-05-27	10.2	FL	O	adult	MLP		RAD-Seq	L1174	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1174.F.fq.gz	APCL_L1174.R1.fq.gz
APCL13_209_L1175	L1175	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873211	124.712084	115	2013-05-27	8.3	FL	O	adult	MLP	209 may have been sampled already	RAD-Seq	L1175	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1175.F.fq.gz	APCL_L1175.R1.fq.gz
APCL13_210_L1176	L1176	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873211	124.712084	115	2013-05-27	8.8	FL	YP	adult	MLP	209 may have been sampled already	RAD-Seq	L1176	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1176.F.fq.gz	APCL_L1176.R1.fq.gz
APCL13_213_L1177	L1177	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873201	124.712093	117	2013-05-27	5.4	FL	YR	NA	MLP		RAD-Seq	L1177	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1177.F.fq.gz	APCL_L1177.R1.fq.gz
APCL13_216_L1178	L1178	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873354	124.712082	114	2013-05-27	8.4	FL	O	adult	MLP		RAD-Seq	L1178	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1178.F.fq.gz	APCL_L1178.R1.fq.gz
APCL13_217_L1179	L1179	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873401	124.712148	119	2013-05-27	8.6	FL	O	adult	MLP		RAD-Seq	L1179	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1179.F.fq.gz	APCL_L1179.R1.fq.gz
APCL13_218_L1180	L1180	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873401	124.712148	119	2013-05-27	8.8	FL	YP	adult	MLP		RAD-Seq	L1180	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1180.F.fq.gz	APCL_L1180.R1.fq.gz
APCL13_027_L1207	L1207	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764475	124.785415	14	2013-05-23	9.4	FL	O	adult	MLP		RAD-Seq	L1207	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1207.F.fq.gz	APCL_L1207.R1.fq.gz
APCL13_028_L1208	L1208	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764459	124.785415	16	2013-05-23	9	FL	Y	adult	MLP		RAD-Seq	L1208	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1208.F.fq.gz	APCL_L1208.R1.fq.gz
APCL13_178_L1211	L1211	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633419	124.776964	99	2013-05-26	8.9	FL	O	adult	MLP		RAD-Seq	L1211	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1211.F.fq.gz	APCL_L1211.R1.fq.gz
APCL13_193_L1212	L1212	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873778	124.711248	106	2013-05-27	9.3	FL	O	adult	MLP		RAD-Seq	L1212	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1212.F.fq.gz	APCL_L1212.R1.fq.gz
APCL13_194_L1213	L1213	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873778	124.711248	106	2013-05-27	3.6	FL	YR	NA	MLP		RAD-Seq	L1213	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1213.F.fq.gz	APCL_L1213.R1.fq.gz
APCL13_202_L1214	L1214	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873328	124.711907	112	2013-05-27	8.4	FL	O	adult	MLP		RAD-Seq	L1214	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1214.F.fq.gz	APCL_L1214.R1.fq.gz
APCL14_388_L1236	L1236	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870879	124.714468	NA	2014-06-23	9.6	FL	O	adult	MRS	2015-09-01: failed extraction; field notes: NO TAG	RAD-Seq	L1236	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1236.F.fq.gz	APCL_L1236.R1.fq.gz
APCL14_349_L1252	L1252	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871672	124.714043	648	2014-06-24	4.1	FL	WR	NA	MRS	2015-09-01: failed extraction	RAD-Seq	L1252	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1252.F.fq.gz	APCL_L1252.R1.fq.gz
APCL13_026_L1255	L1255	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764459	124.785415	16	2013-05-23	3.5	FL	Y	NA	MLP		RAD-Seq	L1255	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1255.F.fq.gz	APCL_L1255.R1.fq.gz
APCL13_029_L1256	L1256	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764352	124.785362	17	2013-05-23	2.7	FL	Y	NA	MLP		RAD-Seq	L1256	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1256.F.fq.gz	APCL_L1256.R1.fq.gz
APCL13_066_L1257	L1257	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768581	124.783945	39	2013-05-24	2.5	FL	YR	NA	MLP		RAD-Seq	L1257	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1257.F.fq.gz	APCL_L1257.R1.fq.gz
APCL13_139_L1259	L1259	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.652103	124.784001	76	2013-05-26	12.4	FL	YP	adult	MLP		RAD-Seq	L1259	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1259.F.fq.gz	APCL_L1259.R1.fq.gz
APCL13_151_L1262	L1262	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.640804	124.785091	85	2013-05-26	2.5	FL	YR	NA	MLP		RAD-Seq	L1262	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1262.F.fq.gz	APCL_L1262.R1.fq.gz
APCL13_189_L1264	L1264	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87405	124.711052	105	2013-05-27	3.5	FL	YR	NA	MLP		RAD-Seq	L1264	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1264.F.fq.gz	APCL_L1264.R1.fq.gz
APCL13_191_L1265	L1265	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874015	124.711047	107	2013-05-27	3.3	FL	W	NA	MLP	191 sample is two small tail pieces	RAD-Seq	L1265	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1265.F.fq.gz	APCL_L1265.R1.fq.gz
APCL13_197_L1266	L1266	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873757	124.711338	109	2013-05-27	3.3	FL	YR	NA	MLP		RAD-Seq	L1266	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1266.F.fq.gz	APCL_L1266.R1.fq.gz
APCL13_214_L1267	L1267	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873216	124.7121	118	2013-05-27	4.7	FL	YR	NA	MLP		RAD-Seq	L1267	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1267.F.fq.gz	APCL_L1267.R1.fq.gz
APCL14_499_L1273	L1273	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809252	124.765348	699	2014-06-28	9.9	FL	O	adult	MRS		RAD-Seq	L1273	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1273.F.fq.gz	APCL_L1273.R1.fq.gz
APCL14_387_L1281	L1281	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870879	124.714468	NA	2014-06-23	10.1	FL	O	adult	MRS	2015-09-01: failed extraction; field notes: NO TAG	RAD-Seq	L1281	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1281.F.fq.gz	APCL_L1281.R1.fq.gz
APCL14_390_L1282	L1282	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871378	124.714208	606	2014-06-23	9.1	FL	O	adult	MRS	2015-09-01: failed extraction	RAD-Seq	L1282	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1282.F.fq.gz	APCL_L1282.R1.fq.gz
APCL14_504_L1287	L1287	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798448	124.768651	702	2014-06-29	7.6	FL	O	adult	MRS		RAD-Seq	L1287	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1287.F.fq.gz	APCL_L1287.R1.fq.gz
APCL14_535_L1294	L1294	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755818	124.78553	721	2014-07-01	4.5	FL	Y	NA	MRS		RAD-Seq	L1294	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1294.F.fq.gz	APCL_L1294.R1.fq.gz
APCL14_531_L1296	L1296	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76901	124.783733	717	2014-06-29	4.2	FL	WR	NA	MRS		RAD-Seq	L1296	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1296.F.fq.gz	APCL_L1296.R1.fq.gz
APCL14_498_L1297	L1297	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809171	124.76537	698	2014-06-28	9.3	FL	O	adult	MRS		RAD-Seq	L1297	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1297.F.fq.gz	APCL_L1297.R1.fq.gz
APCL14_514_L1298	L1298	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768484	124.784005	708	2014-06-29	4.1	FL	WR	NA	MRS		RAD-Seq	L1298	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1298.F.fq.gz	APCL_L1298.R1.fq.gz
APCL14_308_L1300	L1300	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.635041	124.776216	569	2014-06-22	6.3	FL	Y	NA	MRS		RAD-Seq	L1300	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1300.F.fq.gz	APCL_L1300.R1.fq.gz
APCL13_140_L1303	L1303	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.652591	124.783262	77	2013-05-26	4.7	FL	W	NA	MLP	140: white side of tail is pointed	RAD-Seq	L1303	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1303.F.fq.gz	APCL_L1303.R1.fq.gz
APCL13_142_L1304	L1304	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.652782	124.783648	79	2013-05-26	4.2	FL	W	NA	MLP		RAD-Seq	L1304	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1304.F.fq.gz	APCL_L1304.R1.fq.gz
APCL13_183_L1305	L1305	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633416	124.777017	101	2013-05-26	3.2	FL	W	NA	MLP		RAD-Seq	L1305	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1305.F.fq.gz	APCL_L1305.R1.fq.gz
APCL13_339_L1306	L1306	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855982	124.726333	200	2013-05-29	7.4	FL	O	adult	MLP		RAD-Seq	L1306	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1306.F.fq.gz	APCL_L1306.R1.fq.gz
APCL13_409_L1307	L1307	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869321	124.716396	238	2013-05-30	2.8	FL	YR	NA	MLP		RAD-Seq	L1307	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1307.F.fq.gz	APCL_L1307.R1.fq.gz
