Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,ligation_id,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,TISSUE,intentional_duplicate (run),dangling_references (run)
SRR10062036,RAD-Seq,assembly,208,138418632,PRJNA563695,SAMN12685949,Model organism or animal,63774042,RUTGERS,2013-06-03,public,"sra,run.zq,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",juvenile,SRX6795775,Illumina HiSeq 2500,not applicable,L0683,SINGLE,Reduced Representation,GENOMIC,L0683,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_601_L0683,not applicable,SRP220170,tail fin,,
SRR10062037,RAD-Seq,assembly,208,119087006,PRJNA563695,SAMN12685948,Model organism or animal,56543018,RUTGERS,2013-06-03,public,"run.zq,sra,bam","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",juvenile,SRX6795774,Illumina HiSeq 2500,not applicable,L0682,SINGLE,Reduced Representation,GENOMIC,L0682,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_600_L0682,not applicable,SRP220170,tail fin,,
SRR10062038,RAD-Seq,assembly,208,163730322,PRJNA563695,SAMN12685947,Model organism or animal,72871731,RUTGERS,2013-06-03,public,"run.zq,bam,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",adult,SRX6795773,Illumina HiSeq 2500,not applicable,L0681,SINGLE,Reduced Representation,GENOMIC,L0681,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_594_L0681,male,SRP220170,tail fin,,
SRR10062039,RAD-Seq,assembly,208,172301679,PRJNA563695,SAMN12685946,Model organism or animal,76647918,RUTGERS,2013-06-03,public,"run.zq,bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",juvenile,SRX6795772,Illumina HiSeq 2500,not applicable,L0680,SINGLE,Reduced Representation,GENOMIC,L0680,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_591_L0680,not applicable,SRP220170,tail fin,,
SRR10062040,RAD-Seq,assembly,208,173728561,PRJNA563695,SAMN12685945,Model organism or animal,78189129,RUTGERS,2013-06-03,public,"sra,bam,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",juvenile,SRX6795771,Illumina HiSeq 2500,not applicable,L0679,SINGLE,Reduced Representation,GENOMIC,L0679,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_590_L0679,not applicable,SRP220170,tail fin,,
SRR10062041,RAD-Seq,assembly,208,128353140,PRJNA563695,SAMN12685944,Model organism or animal,60169911,RUTGERS,2013-06-03,public,"sra,bam,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX6795770,Illumina HiSeq 2500,not applicable,L0678,SINGLE,Reduced Representation,GENOMIC,L0678,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_587_L0678,male,SRP220170,tail fin,,
SRR10062042,RAD-Seq,assembly,208,295888122,PRJNA563695,SAMN12685728,Model organism or animal,123888542,RUTGERS,2013-05-27,public,"sra,run.zq,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",juvenile,SRX6795769,Illumina HiSeq 2500,not applicable,L0280,SINGLE,Reduced Representation,GENOMIC,L0280,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_247_L0280,not applicable,SRP220170,tail fin,,
SRR10062043,RAD-Seq,assembly,208,166468875,PRJNA563695,SAMN12685943,Model organism or animal,73373946,RUTGERS,2013-06-03,public,"bam,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX6795768,Illumina HiSeq 2500,not applicable,L0677,SINGLE,Reduced Representation,GENOMIC,L0677,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_584_L0677,male,SRP220170,tail fin,,
SRR10062044,RAD-Seq,assembly,208,175407268,PRJNA563695,SAMN12685942,Model organism or animal,76971948,RUTGERS,2013-06-03,public,"bam,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX6795767,Illumina HiSeq 2500,not applicable,L0676,SINGLE,Reduced Representation,GENOMIC,L0676,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_583_L0676,male,SRP220170,tail fin,,
SRR10062045,RAD-Seq,assembly,208,147130912,PRJNA563695,SAMN12685941,Model organism or animal,66397249,RUTGERS,2013-06-03,public,"run.zq,bam,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",juvenile,SRX6795766,Illumina HiSeq 2500,not applicable,L0675,SINGLE,Reduced Representation,GENOMIC,L0675,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_580_L0675,not applicable,SRP220170,tail fin,,
SRR10062046,RAD-Seq,assembly,208,107387025,PRJNA563695,SAMN12685940,Model organism or animal,51437330,RUTGERS,2013-06-03,public,"bam,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",adult,SRX6795765,Illumina HiSeq 2500,not applicable,L0674,SINGLE,Reduced Representation,GENOMIC,L0674,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_573_L0674,female,SRP220170,tail fin,,
SRR10062047,RAD-Seq,assembly,208,185496613,PRJNA563695,SAMN12685939,Model organism or animal,81509262,RUTGERS,2013-06-03,public,"bam,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,SRX6795764,Illumina HiSeq 2500,not applicable,L0673,SINGLE,Reduced Representation,GENOMIC,L0673,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_570_L0673,male,SRP220170,tail fin,,
SRR10062048,RAD-Seq,assembly,208,138017655,PRJNA563695,SAMN12685938,Model organism or animal,62615252,RUTGERS,2013-06-03,public,"bam,sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",adult,SRX6795763,Illumina HiSeq 2500,not applicable,L0672,SINGLE,Reduced Representation,GENOMIC,L0672,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_569_L0672,female,SRP220170,tail fin,,
SRR10062049,RAD-Seq,assembly,208,120320938,PRJNA563695,SAMN12685937,Model organism or animal,56028444,RUTGERS,2013-06-03,public,"run.zq,bam,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,SRX6795762,Illumina HiSeq 2500,not applicable,L0671,SINGLE,Reduced Representation,GENOMIC,L0671,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_566_L0671,male,SRP220170,tail fin,,
SRR10062050,RAD-Seq,assembly,208,145544931,PRJNA563695,SAMN12685936,Model organism or animal,65594764,RUTGERS,2013-06-03,public,"run.zq,sra,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,SRX6795761,Illumina HiSeq 2500,not applicable,L0670,SINGLE,Reduced Representation,GENOMIC,L0670,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_565_L0670,female,SRP220170,tail fin,,
SRR10062051,RAD-Seq,assembly,208,151832176,PRJNA563695,SAMN12685935,Model organism or animal,68521714,RUTGERS,2013-06-02,public,"sra,bam,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,SRX6795760,Illumina HiSeq 2500,not applicable,L0669,SINGLE,Reduced Representation,GENOMIC,L0669,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_534_L0669,female,SRP220170,tail fin,,
SRR10062052,RAD-Seq,assembly,208,190921605,PRJNA563695,SAMN12685934,Model organism or animal,83486147,RUTGERS,2013-06-02,public,"run.zq,bam,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX6795759,Illumina HiSeq 2500,not applicable,L0668,SINGLE,Reduced Representation,GENOMIC,L0668,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_532_L0668,female,SRP220170,tail fin,,
SRR10062053,RAD-Seq,assembly,208,198002428,PRJNA563695,SAMN12685727,Model organism or animal,85400203,RUTGERS,2013-05-27,public,"sra,bam,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX6795758,Illumina HiSeq 2500,not applicable,L0279,SINGLE,Reduced Representation,GENOMIC,L0279,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_246_L0279,female,SRP220170,tail fin,,
SRR10062054,RAD-Seq,assembly,208,152468229,PRJNA563695,SAMN12685933,Model organism or animal,69072268,RUTGERS,2013-06-02,public,"bam,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX6795757,Illumina HiSeq 2500,not applicable,L0667,SINGLE,Reduced Representation,GENOMIC,L0667,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_530_L0667,male,SRP220170,tail fin,,
SRR10062055,RAD-Seq,assembly,208,155895628,PRJNA563695,SAMN12685932,Model organism or animal,69698195,RUTGERS,2013-06-02,public,"bam,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX6795756,Illumina HiSeq 2500,not applicable,L0666,SINGLE,Reduced Representation,GENOMIC,L0666,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_528_L0666,female,SRP220170,tail fin,,
SRR10062056,RAD-Seq,assembly,208,156387979,PRJNA563695,SAMN12685931,Model organism or animal,70579139,RUTGERS,2013-06-02,public,"sra,run.zq,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX6795755,Illumina HiSeq 2500,not applicable,L0665,SINGLE,Reduced Representation,GENOMIC,L0665,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_526_L0665,female,SRP220170,tail fin,,
SRR10062057,RAD-Seq,assembly,208,127926192,PRJNA563695,SAMN12685930,Model organism or animal,58687899,RUTGERS,2013-06-02,public,"sra,run.zq,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",juvenile,SRX6795754,Illumina HiSeq 2500,not applicable,L0664,SINGLE,Reduced Representation,GENOMIC,L0664,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_521_L0664,not applicable,SRP220170,tail fin,,
SRR10062058,RAD-Seq,assembly,208,169384378,PRJNA563695,SAMN12685929,Model organism or animal,75623981,RUTGERS,2013-06-02,public,"run.zq,bam,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX6795753,Illumina HiSeq 2500,not applicable,L0663,SINGLE,Reduced Representation,GENOMIC,L0663,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_517_L0663,female,SRP220170,tail fin,,
SRR10062059,RAD-Seq,assembly,208,96450880,PRJNA563695,SAMN12685928,Model organism or animal,46665225,RUTGERS,2013-05-22,public,"run.zq,sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,SRX6795752,Illumina HiSeq 2500,not applicable,L0662,SINGLE,Reduced Representation,GENOMIC,L0662,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:16:00Z,1,APCL13_021_L0662,male,SRP220170,tail fin,,
SRR10062060,RAD-Seq,assembly,208,124178310,PRJNA563695,SAMN12685927,Model organism or animal,58853819,RUTGERS,2013-05-31,public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",juvenile,SRX6795751,Illumina HiSeq 2500,not applicable,L0661,SINGLE,Reduced Representation,GENOMIC,L0661,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_490_L0661,not applicable,SRP220170,tail fin,,
SRR10062061,RAD-Seq,assembly,208,93883150,PRJNA563695,SAMN12685926,Model organism or animal,46260493,RUTGERS,2013-05-31,public,"sra,run.zq,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",juvenile,SRX6795750,Illumina HiSeq 2500,not applicable,L0660,SINGLE,Reduced Representation,GENOMIC,L0660,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_489_L0660,not applicable,SRP220170,tail fin,,
SRR10062062,RAD-Seq,assembly,208,85040947,PRJNA563695,SAMN12685925,Model organism or animal,42940419,RUTGERS,2013-05-31,public,"sra,bam,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX6795749,Illumina HiSeq 2500,not applicable,L0659,SINGLE,Reduced Representation,GENOMIC,L0659,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_488_L0659,female,SRP220170,tail fin,,
SRR10062063,RAD-Seq,assembly,208,87503508,PRJNA563695,SAMN12685924,Model organism or animal,43488908,RUTGERS,2013-05-31,public,"sra,bam,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",juvenile,SRX6795748,Illumina HiSeq 2500,not applicable,L0658,SINGLE,Reduced Representation,GENOMIC,L0658,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_485_L0658,not applicable,SRP220170,tail fin,,
SRR10062064,RAD-Seq,assembly,208,167289346,PRJNA563695,SAMN12685726,Model organism or animal,74332374,RUTGERS,2013-05-27,public,"run.zq,bam,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",juvenile,SRX6795747,Illumina HiSeq 2500,not applicable,L0278,SINGLE,Reduced Representation,GENOMIC,L0278,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_245_L0278,not applicable,SRP220170,tail fin,,
SRR10062065,RAD-Seq,assembly,208,101300526,PRJNA563695,SAMN12685923,Model organism or animal,48936442,RUTGERS,2013-05-31,public,"bam,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",juvenile,SRX6795746,Illumina HiSeq 2500,not applicable,L0657,SINGLE,Reduced Representation,GENOMIC,L0657,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_481_L0657,not applicable,SRP220170,tail fin,,
SRR10062066,RAD-Seq,assembly,208,107257655,PRJNA563695,SAMN12685922,Model organism or animal,50775275,RUTGERS,2013-05-31,public,"run.zq,sra,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX6795745,Illumina HiSeq 2500,not applicable,L0656,SINGLE,Reduced Representation,GENOMIC,L0656,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_474_L0656,female,SRP220170,tail fin,,
SRR10062067,RAD-Seq,assembly,208,89460294,PRJNA563695,SAMN12685921,Model organism or animal,44054811,RUTGERS,2013-05-31,public,"sra,bam,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,SRX6795744,Illumina HiSeq 2500,not applicable,L0655,SINGLE,Reduced Representation,GENOMIC,L0655,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_471_L0655,male,SRP220170,tail fin,,
SRR10062068,RAD-Seq,assembly,208,122317209,PRJNA563695,SAMN12685920,Model organism or animal,57299938,RUTGERS,2013-05-31,public,"run.zq,bam,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX6795743,Illumina HiSeq 2500,not applicable,L0654,SINGLE,Reduced Representation,GENOMIC,L0654,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_469_L0654,male,SRP220170,tail fin,,
SRR10062069,RAD-Seq,assembly,208,110078906,PRJNA563695,SAMN12685919,Model organism or animal,52829965,RUTGERS,2013-05-30,public,"run.zq,sra,bam","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",juvenile,SRX6795742,Illumina HiSeq 2500,not applicable,L0653,SINGLE,Reduced Representation,GENOMIC,L0653,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_425_L0653,not applicable,SRP220170,tail fin,,
SRR10062070,RAD-Seq,assembly,208,88335910,PRJNA563695,SAMN12685918,Model organism or animal,44147954,RUTGERS,2013-05-30,public,"run.zq,bam,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",juvenile,SRX6795741,Illumina HiSeq 2500,not applicable,L0652,SINGLE,Reduced Representation,GENOMIC,L0652,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_421_L0652,not applicable,SRP220170,tail fin,,
SRR10062071,RAD-Seq,assembly,208,128433899,PRJNA563695,SAMN12685917,Model organism or animal,59026974,RUTGERS,2013-05-30,public,"sra,bam,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX6795740,Illumina HiSeq 2500,not applicable,L0651,SINGLE,Reduced Representation,GENOMIC,L0651,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_420_L0651,female,SRP220170,tail fin,,
SRR10062072,RAD-Seq,assembly,208,109340954,PRJNA563695,SAMN12685916,Model organism or animal,51557534,RUTGERS,2013-06-04,public,"sra,run.zq,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",juvenile,SRX6795739,Illumina HiSeq 2500,not applicable,L0646,SINGLE,Reduced Representation,GENOMIC,L0646,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_657_L0646,not applicable,SRP220170,tail fin,,
SRR10062073,RAD-Seq,assembly,208,39096772,PRJNA563695,SAMN12685915,Model organism or animal,23515530,RUTGERS,2013-05-29,public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",juvenile,SRX6795738,Illumina HiSeq 2500,not applicable,L0643,SINGLE,Reduced Representation,GENOMIC,L0643,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_332_L0643,not applicable,SRP220170,tail fin,,
SRR10062074,RAD-Seq,assembly,208,127050776,PRJNA563695,SAMN12685914,Model organism or animal,58320447,RUTGERS,2013-05-28,public,"bam,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",juvenile,SRX6795737,Illumina HiSeq 2500,not applicable,L0641,SINGLE,Reduced Representation,GENOMIC,L0641,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_316_L0641,not applicable,SRP220170,tail fin,,
SRR10062075,RAD-Seq,assembly,208,130846612,PRJNA563695,SAMN12685725,Model organism or animal,59500341,RUTGERS,2013-05-27,public,"sra,run.zq,bam","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX6795736,Illumina HiSeq 2500,not applicable,L0277,SINGLE,Reduced Representation,GENOMIC,L0277,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_244_L0277,female,SRP220170,tail fin,,
SRR10062076,RAD-Seq,assembly,208,72579611,PRJNA563695,SAMN12685913,Model organism or animal,27680497,RUTGERS,2014-06-24,public,"sra,bam,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",juvenile,SRX6795735,Illumina HiSeq 2500,not applicable,L0635,SINGLE,Reduced Representation,GENOMIC,L0635,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_327_L0635,not applicable,SRP220170,tail fin,,
SRR10062077,RAD-Seq,assembly,207,78444037,PRJNA563695,SAMN12685912,Model organism or animal,29282345,RUTGERS,2014-06-22,public,"run.zq,bam,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",juvenile,SRX6795734,Illumina HiSeq 2500,not applicable,L0633,SINGLE,Reduced Representation,GENOMIC,L0633,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_300_L0633,not applicable,SRP220170,tail fin,,
SRR10062078,RAD-Seq,assembly,207,102953873,PRJNA563695,SAMN12685911,Model organism or animal,36164017,RUTGERS,2014-06-22,public,"run.zq,sra,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",juvenile,SRX6795733,Illumina HiSeq 2500,not applicable,L0631,SINGLE,Reduced Representation,GENOMIC,L0631,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_293_L0631,not applicable,SRP220170,tail fin,,
SRR10062079,RAD-Seq,assembly,207,78430809,PRJNA563695,SAMN12685910,Model organism or animal,29470925,RUTGERS,2014-06-18,public,"bam,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",juvenile,SRX6795732,Illumina HiSeq 2500,not applicable,L0629,SINGLE,Reduced Representation,GENOMIC,L0629,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_217_L0629,not applicable,SRP220170,tail fin,,
SRR10062080,RAD-Seq,assembly,208,77157099,PRJNA563695,SAMN12685909,Model organism or animal,29191532,RUTGERS,2014-06-26,public,"bam,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",juvenile,SRX6795731,Illumina HiSeq 2500,not applicable,L0628,SINGLE,Reduced Representation,GENOMIC,L0628,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_460_L0628,not applicable,SRP220170,tail fin,,
SRR10062081,RAD-Seq,assembly,207,81687591,PRJNA563695,SAMN12685908,Model organism or animal,30391927,RUTGERS,2014-06-26,public,"sra,run.zq,bam","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",adult,SRX6795730,Illumina HiSeq 2500,not applicable,L0627,SINGLE,Reduced Representation,GENOMIC,L0627,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_457_L0627,female,SRP220170,tail fin,,
SRR10062082,RAD-Seq,assembly,208,98835179,PRJNA563695,SAMN12685907,Model organism or animal,34477786,RUTGERS,2014-06-26,public,"sra,run.zq,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",juvenile,SRX6795729,Illumina HiSeq 2500,not applicable,L0626,SINGLE,Reduced Representation,GENOMIC,L0626,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_454_L0626,not applicable,SRP220170,tail fin,,
SRR10062083,RAD-Seq,assembly,207,75243789,PRJNA563695,SAMN12685906,Model organism or animal,28824624,RUTGERS,2014-06-24,public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",juvenile,SRX6795728,Illumina HiSeq 2500,not applicable,L0625,SINGLE,Reduced Representation,GENOMIC,L0625,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_449_L0625,not applicable,SRP220170,tail fin,,
SRR10062084,RAD-Seq,assembly,207,80295884,PRJNA563695,SAMN12685905,Model organism or animal,29919143,RUTGERS,2014-07-02,public,"sra,bam,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",juvenile,SRX6795727,Illumina HiSeq 2500,not applicable,L0624,SINGLE,Reduced Representation,GENOMIC,L0624,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_552_L0624,not applicable,SRP220170,tail fin,,
SRR10062085,RAD-Seq,assembly,208,114825332,PRJNA563695,SAMN12685904,Model organism or animal,38334321,RUTGERS,2014-07-02,public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,SRX6795726,Illumina HiSeq 2500,not applicable,L0621,SINGLE,Reduced Representation,GENOMIC,L0621,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_544_L0621,female,SRP220170,tail fin,,
SRR10062086,RAD-Seq,assembly,207,153599273,PRJNA563695,SAMN12685724,Model organism or animal,69727914,RUTGERS,2013-05-27,public,"bam,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,SRX6795725,Illumina HiSeq 2500,not applicable,L0276,SINGLE,Reduced Representation,GENOMIC,L0276,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_243_L0276,male,SRP220170,tail fin,,
SRR10062087,RAD-Seq,assembly,208,89346427,PRJNA563695,SAMN12685706,Model organism or animal,43644871,RUTGERS,2013-05-27,public,"sra,bam,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,SRX6795724,Illumina HiSeq 2500,not applicable,L0257,SINGLE,Reduced Representation,GENOMIC,L0257,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL13_222_L0257,female,SRP220170,tail fin,,
SRR10062088,RAD-Seq,assembly,208,97149780,PRJNA563695,SAMN12685903,Model organism or animal,34298387,RUTGERS,2014-07-02,public,"bam,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",juvenile,SRX6795723,Illumina HiSeq 2500,not applicable,L0620,SINGLE,Reduced Representation,GENOMIC,L0620,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_541_L0620,not applicable,SRP220170,tail fin,,
SRR10062089,RAD-Seq,assembly,208,98556821,PRJNA563695,SAMN12685902,Model organism or animal,34490925,RUTGERS,2014-06-24,public,"run.zq,sra,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",juvenile,SRX6795722,Illumina HiSeq 2500,not applicable,L0619,SINGLE,Reduced Representation,GENOMIC,L0619,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_441_L0619,not applicable,SRP220170,tail fin,,
SRR10062090,RAD-Seq,assembly,208,111391140,PRJNA563695,SAMN12685901,Model organism or animal,37965787,RUTGERS,2014-06-24,public,"sra,bam,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",juvenile,SRX6795721,Illumina HiSeq 2500,not applicable,L0618,SINGLE,Reduced Representation,GENOMIC,L0618,Amphiprion clarkii,ILLUMINA,2019-09-05T00:00:00Z,2019-09-05T15:17:00Z,1,APCL14_342_L0618,not applicable,SRP220170,tail fin,,
